Date,Open,High,Low,Close,Adj Close,Volume
2024-02-27,91.41000366210938,96.72000122070312,90.0,92.0999984741211,92.0999984741211,375500
2024-02-28,92.27999877929688,93.12000274658205,90.62000274658205,91.8499984741211,91.8499984741211,171500
2024-02-29,93.1999969482422,93.1999969482422,91.02999877929688,92.27999877929688,92.27999877929688,118900
2024-03-01,92.61000061035156,94.12999725341795,92.0199966430664,93.86000061035156,93.86000061035156,101100
2024-03-04,93.86000061035156,96.3499984741211,92.56999969482422,95.75,95.75,123600
2024-03-05,95.41999816894533,98.0,95.41999816894533,97.69000244140624,97.69000244140624,132100
2024-03-06,97.38999938964844,99.88999938964844,97.04000091552734,99.25,99.25,162000
2024-03-07,99.3499984741211,101.13999938964844,99.3499984741211,100.5999984741211,100.5999984741211,164400
2024-03-08,101.1999969482422,104.61000061035156,100.73999786376952,102.25,102.25,166100
2024-03-11,101.55999755859376,101.87999725341795,98.58000183105467,98.76000213623048,98.76000213623048,95800
2024-03-12,98.58000183105467,99.41999816894533,97.44000244140624,98.58000183105467,98.58000183105467,75600
2024-03-13,98.51000213623048,99.52999877929688,98.47000122070312,99.0999984741211,99.0999984741211,90200
2024-03-14,98.61000061035156,99.58999633789062,96.87000274658205,98.0500030517578,98.0500030517578,138100
2024-03-15,97.1500015258789,98.31999969482422,96.01000213623048,96.76000213623048,96.76000213623048,209200
2024-03-18,96.77999877929688,101.63999938964844,95.4000015258789,101.1999969482422,101.1999969482422,155300
2024-03-19,100.6999969482422,102.56999969482422,100.3499984741211,100.54000091552734,100.54000091552734,109700
2024-03-20,100.43000030517578,101.55999755859376,99.9499969482422,101.23999786376952,101.23999786376952,71700
2024-03-21,101.95999908447266,102.36000061035156,100.33999633789062,101.3000030517578,101.3000030517578,114700
2024-03-22,101.7699966430664,103.91000366210938,101.04000091552734,103.5,103.5,135700
2024-03-25,103.51000213623048,104.29000091552734,102.0999984741211,102.70999908447266,102.70999908447266,71800
2024-03-26,103.61000061035156,103.7300033569336,101.66000366210938,102.55999755859376,102.55999755859376,121600
2024-03-27,102.80999755859376,104.22000122070312,102.80999755859376,103.73999786376952,103.73999786376952,79400
2024-03-28,103.62000274658205,104.43000030517578,102.9800033569336,103.33999633789062,103.33999633789062,76000
2024-04-01,103.93000030517578,104.38999938964844,102.25,103.18000030517578,103.18000030517578,99400
2024-04-02,102.12000274658205,102.27999877929688,100.38999938964844,101.66000366210938,101.66000366210938,110700
2024-04-03,100.94000244140624,103.20999908447266,100.94000244140624,102.58999633789062,102.58999633789062,79200
2024-04-04,103.1999969482422,103.7300033569336,102.0500030517578,102.16000366210938,102.16000366210938,97300
2024-04-05,101.79000091552734,104.18000030517578,101.79000091552734,102.11000061035156,102.11000061035156,80600
2024-04-08,103.1999969482422,103.1999969482422,101.0500030517578,101.19000244140624,101.19000244140624,75000
2024-04-09,101.5500030517578,102.08000183105467,97.5,98.66999816894533,98.66999816894533,160900
2024-04-10,96.72000122070312,98.12999725341795,95.87000274658205,97.0199966430664,97.0199966430664,162000
2024-04-11,97.19000244140624,99.5500030517578,97.18000030517578,99.27999877929688,99.27999877929688,146100
2024-04-12,98.56999969482422,99.55999755859376,97.55999755859376,97.8499984741211,97.8499984741211,64800
2024-04-15,97.97000122070312,98.0,96.63999938964844,96.7300033569336,96.7300033569336,114800
2024-04-16,97.5,99.12000274658205,96.58999633789062,96.98999786376952,96.98999786376952,172500
2024-04-17,97.26000213623048,99.5199966430664,96.25,96.62000274658205,96.62000274658205,108600
2024-04-18,96.4499969482422,97.6500015258789,95.8000030517578,97.16000366210938,97.16000366210938,116400
2024-04-19,96.66000366210938,98.12000274658205,95.87000274658205,97.19000244140624,97.19000244140624,93900
2024-04-22,97.51000213623048,97.76000213623048,93.2699966430664,93.48999786376952,93.48999786376952,187600
2024-04-23,89.2300033569336,95.16000366210938,87.87999725341797,94.76000213623048,94.76000213623048,412500
2024-04-24,93.87000274658205,95.86000061035156,92.4000015258789,95.5,95.5,228700
2024-04-25,94.31999969482422,94.31999969482422,91.51000213623048,91.6999969482422,91.6999969482422,159000
2024-04-26,91.2300033569336,95.16999816894533,90.9000015258789,94.54000091552734,94.54000091552734,206000
2024-04-29,94.54000091552734,95.08000183105467,93.4000015258789,94.18000030517578,94.18000030517578,146700
2024-04-30,93.83000183105467,96.48999786376952,93.38999938964844,96.1500015258789,96.1500015258789,157200
2024-05-01,96.04000091552734,99.7699966430664,96.04000091552734,98.4000015258789,98.4000015258789,164600
2024-05-02,98.91000366210938,99.6500015258789,96.66000366210938,98.41000366210938,98.41000366210938,156400
2024-05-03,99.27999877929688,99.27999877929688,96.38999938964844,98.1999969482422,98.1999969482422,117700
2024-05-06,98.81999969482422,98.81999969482422,97.27999877929688,97.88999938964844,97.88999938964844,119400
2024-05-07,99.9000015258789,105.52999877929688,97.52999877929688,104.58999633789062,104.58999633789062,281400
2024-05-08,104.0500030517578,107.54000091552734,104.0500030517578,107.08999633789062,107.08999633789062,145400
2024-05-09,107.3000030517578,107.3000030517578,104.6500015258789,106.0999984741211,106.0999984741211,153500
2024-05-10,105.9800033569336,109.41999816894533,105.26000213623048,109.26000213623048,109.26000213623048,111100
2024-05-13,109.6999969482422,110.87999725341795,108.43000030517578,110.56999969482422,110.56999969482422,105100
2024-05-14,111.0,111.98999786376952,109.55999755859376,109.86000061035156,109.86000061035156,112000
2024-05-15,110.8499984741211,111.88999938964844,109.51000213623048,110.87000274658205,110.87000274658205,147800
2024-05-16,110.86000061035156,111.01000213623048,109.11000061035156,110.29000091552734,110.29000091552734,66800
2024-05-17,110.73999786376952,111.27999877929688,109.94000244140624,110.66000366210938,110.66000366210938,105400
2024-05-20,111.16000366210938,111.16000366210938,109.69000244140624,110.66000366210938,110.66000366210938,60800
2024-05-21,110.0999984741211,111.61000061035156,109.83999633789062,110.76000213623048,110.76000213623048,58400
2024-05-22,110.73999786376952,111.8000030517578,109.66000366210938,110.2699966430664,110.2699966430664,97400
2024-05-23,110.22000122070312,111.0,108.8000030517578,109.04000091552734,109.04000091552734,59900
2024-05-24,109.77999877929688,111.61000061035156,109.4000015258789,111.61000061035156,111.61000061035156,63400
2024-05-28,112.5,112.91000366210938,111.11000061035156,111.80999755859376,111.80999755859376,89900
2024-05-29,110.76000213623048,112.31999969482422,110.4800033569336,110.94000244140624,110.94000244140624,58100
2024-05-30,111.27999877929688,112.5,110.0199966430664,111.7300033569336,111.7300033569336,66700
2024-05-31,112.30999755859376,115.0999984741211,112.30999755859376,114.80999755859376,114.80999755859376,144600
2024-06-03,114.87000274658205,115.31999969482422,112.19000244140624,113.47000122070312,113.47000122070312,62400
2024-06-04,112.69000244140624,114.0199966430664,111.5500030517578,113.58999633789062,113.58999633789062,88200
2024-06-05,113.69000244140624,114.80999755859376,112.6500015258789,114.6999969482422,114.6999969482422,104100
2024-06-06,114.08999633789062,116.88999938964844,113.80999755859376,116.06999969482422,116.06999969482422,187700
2024-06-07,116.1500015258789,116.6500015258789,114.29000091552734,114.54000091552734,114.54000091552734,77300
2024-06-10,113.3499984741211,117.7699966430664,112.1500015258789,116.8000030517578,116.8000030517578,244700
2024-06-11,116.8000030517578,118.91999816894533,114.44000244140624,118.0199966430664,118.0199966430664,130700
2024-06-12,118.98999786376952,119.9800033569336,117.2699966430664,118.4499969482422,118.4499969482422,162300
2024-06-13,117.6999969482422,118.87000274658205,114.4499969482422,116.13999938964844,116.13999938964844,133000
2024-06-14,114.9499969482422,116.91999816894533,111.83999633789062,116.43000030517578,116.43000030517578,128200
2024-06-17,116.12999725341795,118.22000122070312,116.12999725341795,117.6999969482422,117.6999969482422,72100
2024-06-18,118.11000061035156,119.79000091552734,117.3000030517578,119.3000030517578,119.3000030517578,111500
2024-06-20,118.5,119.11000061035156,116.01000213623048,116.9000015258789,116.9000015258789,82700
2024-06-21,116.93000030517578,118.61000061035156,116.2699966430664,118.4499969482422,118.4499969482422,174500
2024-06-24,118.62000274658205,120.30999755859376,118.37000274658205,119.38999938964844,119.38999938964844,66800
2024-06-25,119.27999877929688,120.52999877929688,118.87999725341795,120.4000015258789,120.4000015258789,58400
2024-06-26,120.05999755859376,120.4499969482422,119.0,119.5199966430664,119.5199966430664,75100
2024-06-27,112.48999786376952,115.08000183105467,110.4800033569336,114.20999908447266,114.20999908447266,882400
2024-06-28,115.23999786376952,117.52999877929688,114.29000091552734,116.11000061035156,116.11000061035156,884000
2024-07-01,116.69000244140624,117.97000122070312,115.62999725341795,116.16000366210938,116.16000366210938,235700
2024-07-02,115.94000244140624,117.66999816894533,115.94000244140624,116.6500015258789,116.6500015258789,158200
2024-07-03,116.45999908447266,117.98999786376952,116.22000122070312,117.37999725341795,117.37999725341795,104200
2024-07-05,117.0,117.87000274658205,116.1999969482422,117.7300033569336,117.7300033569336,130200
2024-07-08,118.01000213623048,119.72000122070312,117.22000122070312,118.83999633789062,118.83999633789062,213300
2024-07-09,118.75,119.36000061035156,116.58000183105467,116.9499969482422,116.9499969482422,114900
2024-07-10,117.5,118.83000183105467,117.12000274658205,118.77999877929688,118.77999877929688,162900
2024-07-11,119.6999969482422,121.05999755859376,118.75,119.77999877929688,119.77999877929688,135200
2024-07-12,120.5999984741211,121.41999816894533,120.2699966430664,120.9000015258789,120.9000015258789,99900
2024-07-15,121.20999908447266,123.1500015258789,120.02999877929688,120.4000015258789,120.4000015258789,126200
2024-07-16,121.47000122070312,123.8499984741211,121.47000122070312,122.83000183105467,122.83000183105467,122200
2024-07-17,122.4000015258789,124.3000030517578,121.88999938964844,122.0500030517578,122.0500030517578,165300
2024-07-18,121.58999633789062,123.66999816894533,118.86000061035156,119.22000122070312,119.22000122070312,109500
2024-07-19,119.8499984741211,120.7699966430664,118.55999755859376,118.81999969482422,118.81999969482422,89400
2024-07-22,119.4000015258789,121.4000015258789,118.62000274658205,121.37999725341795,121.37999725341795,230900
2024-07-23,121.4000015258789,123.06999969482422,120.52999877929688,121.16999816894533,121.16999816894533,158300
2024-07-24,121.33000183105467,123.9800033569336,121.1500015258789,123.66999816894533,123.66999816894533,152000
2024-07-25,123.97000122070312,124.4800033569336,120.80999755859376,121.12000274658205,121.12000274658205,254600
2024-07-26,122.83000183105467,124.0199966430664,121.70999908447266,123.5199966430664,123.5199966430664,244600
2024-07-29,123.9499969482422,125.23999786376952,122.38999938964844,122.66999816894533,122.66999816894533,104900
2024-07-30,123.0999984741211,124.08999633789062,121.25,121.47000122070312,121.47000122070312,178500
2024-07-31,121.9499969482422,123.66999816894533,120.5999984741211,121.36000061035156,121.36000061035156,121100
2024-08-01,121.77999877929688,122.95999908447266,119.87999725341795,121.9499969482422,121.9499969482422,166600
2024-08-02,118.97000122070312,121.26000213623048,118.4000015258789,120.31999969482422,120.31999969482422,111800
2024-08-05,117.5199966430664,118.04000091552734,114.97000122070312,117.70999908447266,117.70999908447266,177200
2024-08-06,118.51000213623048,126.6999969482422,118.51000213623048,124.5,124.5,324000
2024-08-07,125.08999633789062,125.22000122070312,121.0,122.22000122070312,122.22000122070312,152300
2024-08-08,123.45999908447266,124.7300033569336,122.55999755859376,124.47000122070312,124.47000122070312,144500
2024-08-09,124.66999816894533,125.80999755859376,123.5199966430664,124.62999725341795,124.62999725341795,73400
2024-08-12,124.23999786376952,125.68000030517578,122.31999969482422,125.5,125.5,135600
2024-08-13,126.5199966430664,128.7899932861328,126.19000244140624,128.75999450683594,128.75999450683594,136300
2024-08-14,129.19000244140625,129.99000549316406,127.45999908447266,128.0399932861328,128.0399932861328,162900
2024-08-15,129.60000610351562,131.60000610351562,128.6999969482422,130.5500030517578,130.5500030517578,164800
2024-08-16,130.92999267578125,131.64999389648438,130.02999877929688,131.35000610351562,131.35000610351562,82700
2024-08-19,131.5399932861328,132.72000122070312,131.0399932861328,132.0500030517578,132.0500030517578,124000
2024-08-20,132.13999938964844,132.5500030517578,130.0,130.35000610351562,130.35000610351562,79800
2024-08-21,131.25,133.25,130.0,132.4499969482422,132.4499969482422,107200
2024-08-22,132.75,133.0399932861328,131.77000427246094,132.38999938964844,132.38999938964844,79700
2024-08-23,132.64999389648438,134.77999877929688,132.49000549316406,133.5800018310547,133.5800018310547,114700
2024-08-26,134.58999633789062,134.75999450683594,132.47000122070312,133.02999877929688,133.02999877929688,129700
2024-08-27,132.92999267578125,133.39999389648438,131.80999755859375,132.4199981689453,132.4199981689453,94400
2024-08-28,132.49000549316406,133.2100067138672,131.6199951171875,132.13999938964844,132.13999938964844,142300
2024-08-29,132.33999633789062,133.16000366210938,131.0800018310547,131.0800018310547,131.0800018310547,144500
2024-08-30,131.57000732421875,133.58999633789062,131.14999389648438,133.00999450683594,133.00999450683594,123400
2024-09-03,132.16000366210938,132.41000366210938,129.52999877929688,130.00999450683594,130.00999450683594,123700
2024-09-04,129.11000061035156,131.1199951171875,129.10000610351562,130.5800018310547,130.5800018310547,79600
2024-09-05,130.7100067138672,130.8699951171875,128.64999389648438,129.5800018310547,129.5800018310547,67400
2024-09-06,129.52999877929688,130.2100067138672,125.4800033569336,126.37000274658205,126.37000274658205,106000
2024-09-09,126.56999969482422,127.12000274658205,123.16000366210938,126.8499984741211,126.8499984741211,77600
2024-09-10,126.73999786376952,127.62000274658205,125.69000244140624,127.02999877929688,127.02999877929688,81400
2024-09-11,126.58999633789062,129.08999633789062,126.05999755859376,129.0500030517578,129.0500030517578,80100
2024-09-12,129.14999389648438,129.50999450683594,127.8499984741211,128.39999389648438,128.39999389648438,104200
2024-09-13,129.52999877929688,131.2899932861328,129.52999877929688,130.1300048828125,130.1300048828125,64500
2024-09-16,130.25,132.05999755859375,130.22999572753906,132.0,132.0,148300
2024-09-17,132.0,133.6699981689453,132.0,132.47000122070312,132.47000122070312,125600
2024-09-18,132.47000122070312,136.1199951171875,131.25999450683594,132.52000427246094,132.52000427246094,120300
2024-09-19,134.60000610351562,135.8699951171875,132.33999633789062,133.0500030517578,133.0500030517578,135800
2024-09-20,133.0500030517578,133.27999877929688,130.08999633789062,130.44000244140625,130.44000244140625,414100
2024-09-23,131.1699981689453,132.86000061035156,130.89999389648438,132.83999633789062,132.83999633789062,92200
2024-09-24,132.77999877929688,133.75999450683594,131.80999755859375,133.2899932861328,133.2899932861328,114700
2024-09-25,133.94000244140625,134.1999969482422,132.4499969482422,133.16000366210938,133.16000366210938,123200
2024-09-26,133.77000427246094,133.77000427246094,131.6199951171875,131.8300018310547,131.8300018310547,103200
2024-09-27,132.1300048828125,132.1300048828125,129.6699981689453,130.9499969482422,130.9499969482422,129900
2024-09-30,131.02999877929688,133.11000061035156,130.44000244140625,133.02999877929688,133.02999877929688,126800
2024-10-01,132.47999572753906,132.47999572753906,128.47000122070312,128.72000122070312,128.72000122070312,128800
2024-10-02,128.50999450683594,130.94000244140625,127.47000122070312,127.66000366210938,127.66000366210938,115000
2024-10-03,127.4000015258789,128.22999572753906,126.5500030517578,126.55999755859376,126.55999755859376,71100
2024-10-04,127.5500030517578,128.14999389648438,126.06999969482422,126.30999755859376,126.30999755859376,78100
2024-10-07,125.66999816894533,126.33999633789062,124.44000244140624,124.72000122070312,124.72000122070312,72300
2024-10-08,125.58999633789062,130.17999267578125,124.52999877929688,129.02000427246094,129.02000427246094,130900
2024-10-09,128.5500030517578,131.7899932861328,127.70999908447266,129.33999633789062,129.33999633789062,128400
2024-10-10,128.3300018310547,129.10000610351562,126.16000366210938,127.44000244140624,127.44000244140624,114500
2024-10-11,128.47999572753906,130.66000366210938,128.47999572753906,130.6300048828125,130.6300048828125,70700
2024-10-14,130.32000732421875,132.35000610351562,130.14999389648438,131.80999755859375,131.80999755859375,63700
2024-10-15,131.47999572753906,134.02999877929688,130.7899932861328,130.80999755859375,130.80999755859375,149600
2024-10-16,131.4600067138672,134.32000732421875,130.92999267578125,132.75999450683594,132.75999450683594,158900
2024-10-17,132.82000732421875,133.36000061035156,131.61000061035156,133.00999450683594,133.00999450683594,76800
2024-10-18,133.00999450683594,133.5399932861328,131.64999389648438,131.80999755859375,131.80999755859375,85300
2024-10-21,131.6199951171875,131.97000122070312,130.25999450683594,130.9499969482422,130.9499969482422,76500
2024-10-22,129.99000549316406,131.0500030517578,129.67999267578125,130.0800018310547,130.0800018310547,114300
2024-10-23,129.6699981689453,130.17999267578125,128.16000366210938,129.38999938964844,129.38999938964844,80500
2024-10-24,129.24000549316406,129.99000549316406,128.72999572753906,129.10000610351562,129.10000610351562,158500
2024-10-25,129.49000549316406,130.60000610351562,127.01000213623048,127.95999908447266,127.95999908447266,106800
2024-10-28,129.00999450683594,129.07000732421875,127.97000122070312,128.2899932861328,128.2899932861328,124900
2024-10-29,127.91999816894533,129.7899932861328,127.12999725341795,129.77999877929688,129.77999877929688,91900
2024-10-30,128.77999877929688,128.77999877929688,124.9499969482422,125.69000244140624,125.69000244140624,131500
2024-10-31,125.13999938964844,126.0199966430664,123.4499969482422,124.41999816894533,124.41999816894533,120700
2024-11-01,124.68000030517578,127.61000061035156,124.68000030517578,126.2699966430664,126.2699966430664,146500
2024-11-04,125.31999969482422,129.41000366210938,125.31999969482422,128.9600067138672,128.9600067138672,206100
2024-11-05,124.81999969482422,126.51000213623048,117.2699966430664,124.16999816894533,124.16999816894533,242400
2024-11-06,129.39999389648438,133.80999755859375,127.12999725341795,130.9600067138672,130.9600067138672,209300
2024-11-07,131.50999450683594,133.41000366210938,128.52999877929688,129.0800018310547,129.0800018310547,197400
2024-11-08,128.97000122070312,129.80999755859375,127.45999908447266,127.58000183105467,127.58000183105467,140600
2024-11-11,129.0500030517578,129.2100067138672,127.3499984741211,127.9499969482422,127.9499969482422,79600
2024-11-12,127.6500015258789,128.47999572753906,125.58000183105467,126.1500015258789,126.1500015258789,83900
2024-11-13,127.0999984741211,127.19000244140624,123.1999969482422,123.29000091552734,123.29000091552734,107200
2024-11-14,123.55999755859376,123.55999755859376,120.87999725341795,122.06999969482422,122.06999969482422,105500
2024-11-15,122.20999908447266,122.63999938964844,119.4000015258789,119.77999877929688,119.77999877929688,129400
2024-11-18,119.86000061035156,120.6500015258789,118.11000061035156,118.2699966430664,118.2699966430664,134200
2024-11-19,117.36000061035156,120.4000015258789,116.69000244140624,120.1999969482422,120.1999969482422,113500
2024-11-20,120.30999755859376,121.81999969482422,119.56999969482422,120.98999786376952,120.98999786376952,131200
2024-11-21,121.52999877929688,121.52999877929688,118.30999755859376,120.83999633789062,120.83999633789062,125000
2024-11-22,121.4800033569336,124.37000274658205,121.44000244140624,124.31999969482422,124.31999969482422,154500
2024-11-25,124.93000030517578,125.91999816894533,121.7699966430664,122.9499969482422,122.9499969482422,141300
2024-11-26,122.7699966430664,124.55999755859376,122.16999816894533,124.41000366210938,124.41000366210938,130300
2024-11-27,124.63999938964844,125.16000366210938,120.97000122070312,121.29000091552734,121.29000091552734,107900
2024-11-29,122.3499984741211,123.5199966430664,121.3000030517578,122.83999633789062,122.83999633789062,63900
2024-12-02,122.9800033569336,123.19000244140624,121.5,123.08999633789062,123.08999633789062,127600
2024-12-03,124.06999969482422,124.06999969482422,121.66000366210938,122.1999969482422,122.1999969482422,86300
2024-12-04,122.56999969482422,123.75,122.1500015258789,123.5999984741211,123.5999984741211,92100
2024-12-05,123.33000183105467,123.33000183105467,120.01000213623048,120.2699966430664,120.2699966430664,111700
2024-12-06,120.41999816894533,121.0,119.02999877929688,120.73999786376952,120.73999786376952,131500
2024-12-09,120.45999908447266,122.11000061035156,120.3499984741211,120.72000122070312,120.72000122070312,93400
2024-12-10,121.69000244140624,123.45999908447266,120.43000030517578,122.95999908447266,122.95999908447266,89400
2024-12-11,123.0,123.0,120.0999984741211,120.9000015258789,120.9000015258789,99300
2024-12-12,120.9000015258789,124.01000213623048,120.37999725341795,122.0,122.0,137700
2024-12-13,121.70999908447266,125.12999725341795,121.5,125.0,125.0,191400
2024-12-16,126.0,131.97999572753906,125.5199966430664,130.41000366210938,130.41000366210938,367200
2024-12-17,130.47000122070312,131.3800048828125,128.44000244140625,130.72999572753906,130.72999572753906,273300
2024-12-18,131.72999572753906,131.92999267578125,128.33999633789062,129.75,129.75,305700
2024-12-19,129.32000732421875,130.8800048828125,126.08000183105467,129.60000610351562,129.60000610351562,255800
2024-12-20,128.92999267578125,132.5500030517578,126.13999938964844,131.39999389648438,131.39999389648438,473700
2024-12-23,130.85000610351562,131.82000732421875,128.1300048828125,128.86000061035156,128.86000061035156,134900
2024-12-24,129.41000366210938,130.1999969482422,127.6500015258789,128.88999938964844,128.88999938964844,44800
2024-12-26,128.17999267578125,130.22999572753906,128.17999267578125,130.17999267578125,130.17999267578125,56800
2024-12-27,129.77000427246094,130.3300018310547,127.33999633789062,128.24000549316406,128.24000549316406,71000
2024-12-30,127.4800033569336,128.24000549316406,126.26000213623047,126.27999877929688,126.27999877929688,72700
2024-12-31,127.0,127.88999938964844,125.08999633789062,125.3499984741211,125.3499984741211,89100
2025-01-02,125.4000015258789,125.7699966430664,123.94999694824219,124.26000213623047,124.26000213623047,211600
